Sample_ID,Location,Depth,DOY,Species_Code,Species_Name,Cell_Density_L,Biomass_mg_m3,Length_um,Width_um,Cell_Volume_um3,Group,Description_Code,Phylum,Family,Genus,Species,name_code
16845,Buffalo Pound,0.8,172,P2145,Crucigenia quadrata Morr.,172416,0.81,3,3,4.7,Chlorophyte,PHYT,Chlorophyta,Scenedesmaceae,Crucigeniella,quadrata,Cru.qua
16845,Buffalo Pound,0.8,172,P2256,Actinastrum sp. Lagerheim,28736,0.7,5.2,3,24.5,Chlorophyte,PHYT,NA,NA,NA,NA,NA.NA
16845,Buffalo Pound,0.8,172,P4351,Small chrysophyceae,488512,5.03,2.7,2.7,10.3,Chrysophyte,PHYT,Chrysophyta,.,Small chrysophyceae,.,Sma..
16845,Buffalo Pound,0.8,172,P4355,Chrysochromulina parva Lackey,244256,15.97,5,5,65.4,Chrysophyte,PHYT,Chrysophyta,Prymnesiaceae,Chrysochromulina,parva,Chr.par
16845,Buffalo Pound,0.8,172,P4388,Dinobryon sertularia Ehrenberg,136496,30.88,12,6,226.2,Chrysophyte,PHYT,Chrysophyta,Dinobryoaceae,Dinobryon,sertularia,Din.ser
16845,Buffalo Pound,0.8,172,P4413,Chrysochromulina laurentiana Kling,28736,15.05,10,10,523.6,Chrysophyte,PHYT,Chrysophyta,Prymnesiaceae,Chrysochromulina,laurentiana,Chr.lau
16845,Buffalo Pound,0.8,172,P4418,Salpingoeca frequentissima (Zach.) Lemmermann,308912,9.85,5.6,3.3,31.9,Chrysophyte,PHYT,Chrysophyta,Craspedomonadaceae,Salpingoeca,frequentissima,Sal.fre
16845,Buffalo Pound,0.8,172,P5515,Fragilaria crotonensis Kitton,1600,0.48,72,4,301.6,Diatom,PHYT,Chrysophyta,Fragilarioideae,Fragilaria,crotonensis,Fra.cro
16845,Buffalo Pound,0.8,172,P5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,1573296,259.59,39.4,4,165,Diatom,PHYT,Chrysophyta,Fragilarioideae,Fragilaria,capucina,Fra.cap
16845,Buffalo Pound,0.8,172,P5551,Cyclotella michiganiana Skvortzow,2119280,51.92,2.5,5,24.5,Diatom,PHYT,Chrysophyta,Coscinodiscoideae,Cyclotella,michiganiana,Cyc.mic
16845,Buffalo Pound,0.8,172,P6554,Rhodomonas minuta Skuja,438224,32.38,10,4.6,73.9,Cryptophyte,PHYT,Pyrrhophyta,Cryptomonadaceae,Rhodomonas,minuta,Rho.min
16845,Buffalo Pound,0.8,172,P6568,Katablepharis ovalis Skuja,50288,2.03,7.6,4,40.3,Cryptophyte,PHYT,Pyrrhophyta,Katablepharidaceae,Katablepharis,ovalis,Kat.ova
16845,Buffalo Pound,0.8,172,P7639,Peridinium pusillum (Penard) Lemmermann,400,1.68,20,20,4188.8,Dinoflagellate,PHYT,Pyrrhophyta,Peridiniaceae,Peridinium,pusillum,Per.pus
16845,Buffalo Pound,0.8,172,P7640,Peridinium goslaviense Woloszynska,200,6.7,40,40,33510.3,Dinoflagellate,PHYT,Pyrrhophyta,Peridiniaceae,Peridinium,goslaviense,Per.gos
16848,Buffalo Pound,0.8,176,P1075,Microcystis aeruginosa (Kutzing) Kutzing,400,1.24,0,0,3100,Cyanophyte,PHYT,Cyanophyta,Microcystaceae,Microcystis,aeruginosa,Mic.aer
16848,Buffalo Pound,0.8,176,P1076,Woronichinia compacta (Lemmermann) Komarek and Hindak,600,0.3,0,0,500,Cyanophyte,PHYT,Cyanophyta,Microcystaceae,Woronichinia,compacta,Wor.com
16848,Buffalo Pound,0.8,176,P1078,Planktothrix agardhii (Gom.) Anagnostidis and Komarek,29400,303.3,505,5.1,10316.2,Cyanophyte,PHYT,Cyanophyta,Oscillatotiaceae,Planktothrix,agardhii,Pla.aga
16848,Buffalo Pound,0.8,176,P1132,Anabaena crassa (Lemm.) Kom-Legn. & Crongerg,9000,97.07,206,10,10786.1,Cyanophyte,PHYT,Cyanophyta,Nostocaceae,Anabaena,crassa,Ana.cra
16848,Buffalo Pound,0.8,176,P1133,Anabaena flos-aquae (Lyngb.) Breb. & Bornet,63000,291.64,230,6.2,4629.2,Cyanophyte,PHYT,Cyanophyta,Nostocaceae,Anabaena,flos-aquae,Ana.flo
16848,Buffalo Pound,0.8,176,P2101,Carteria spp.,7184,7,12.3,12.3,974.3,Chlorophyte,PHYT,Chlorophyta,Chlamydomonadaceae,Carteria,spp.,Car.spp
16848,Buffalo Pound,0.8,176,P2105,Chlamydomonas spp.,114944,5.78,6,4,50.3,Chlorophyte,PHYT,Chlorophyta,Chlamydomonadaceae,Chlamydomonas,spp.,Chl.spp
16848,Buffalo Pound,0.8,176,P2113,Pediastrum duplex Meyen,800,1.4,0,0,1750,Chlorophyte,PHYT,Chlorophyta,Hydrodictyaceae,Pediastrum,duplex,Ped.dup
16848,Buffalo Pound,0.8,176,P2121,Oocystis lacustris Chodat,488512,24.57,6,4,50.3,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Oocystis,lacustris,Ooc.lac
16848,Buffalo Pound,0.8,176,P2132,Scenedesmus denticulatus Lagerhiem,251440,11.09,7.9,4,44.1,Chlorophyte,PHYT,Chlorophyta,Scenedesmaceae,Scenedesmus,denticulatus,Sce.den
16848,Buffalo Pound,0.8,176,P2136,Dictyosphaerium pulchellum Wood,1824736,206.38,6,6,113.1,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Dictyosphaerium,pulchellum,Dic.pul
16848,Buffalo Pound,0.8,176,P2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,294544,5.21,20,1.5,17.7,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Monoraphidium,contortum,Mon.con
16848,Buffalo Pound,0.8,176,P2145,Crucigenia quadrata Morr.,50288,0.24,3,3,4.7,Chlorophyte,PHYT,Chlorophyta,Scenedesmaceae,Crucigeniella,quadrata,Cru.qua
16848,Buffalo Pound,0.8,176,P2199,Spondylosium planum (Wolle) W. and G.S. West,7184,0.27,6,6,37.7,Chlorophyte,PHYT,Chlorophyta,Desmidiaceae,Spondylosium,planum,Spo.pla
16848,Buffalo Pound,0.8,176,P2255,Selenastrum copricornutum Printz,395120,4.19,7,1.7,10.6,Chlorophyte,PHYT,Chlorophyta,Selenastraceae,Selenastrum,copricornutum,Sel.cop
16848,Buffalo Pound,0.8,176,P4388,Dinobryon sertularia Ehrenberg,14368,3.25,12,6,226.2,Chrysophyte,PHYT,Chrysophyta,Dinobryoaceae,Dinobryon,sertularia,Din.ser
16848,Buffalo Pound,0.8,176,P4401,Uroglena volvox Ehrenberg,1673872,189.31,6,6,113.1,Chrysophyte,PHYT,Chrysophyta,Ochromonadaceae,Uroglena,volvox,Uro.vol
16848,Buffalo Pound,0.8,176,P4418,Salpingoeca frequentissima (Zach.) Lemmermann,7184,0.25,6,3.3,34.2,Chrysophyte,PHYT,Chrysophyta,Craspedomonadaceae,Salpingoeca,frequentissima,Sal.fre
16848,Buffalo Pound,0.8,176,P5515,Fragilaria crotonensis Kitton,6600,1.91,69,4,289,Diatom,PHYT,Chrysophyta,Fragilarioideae,Fragilaria,crotonensis,Fra.cro
16848,Buffalo Pound,0.8,176,P5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,545984,91.51,40,4,167.6,Diatom,PHYT,Chrysophyta,Fragilarioideae,Fragilaria,capucina,Fra.cap
16848,Buffalo Pound,0.8,176,P6554,Rhodomonas minuta Skuja,2564688,153.11,9.7,4.2,59.7,Cryptophyte,PHYT,Pyrrhophyta,Cryptomonadaceae,Rhodomonas,minuta,Rho.min
16848,Buffalo Pound,0.8,176,P6558,Cryptomonas erosa Ehrenberg,21800,38.33,25.7,14,1758.3,Cryptophyte,PHYT,Pyrrhophyta,Cryptomonadaceae,Cryptomonas,erosa,Cry.ero
16848,Buffalo Pound,0.8,176,P6565,Cryptomonas rostratiformis Skuja,1000,2.39,35,14,2394.6,Cryptophyte,PHYT,Pyrrhophyta,Cryptomonadaceae,Cryptomonas,rostratiformis,Cry.ros
16848,Buffalo Pound,0.8,176,P6568,Katablepharis ovalis Skuja,114944,5.14,8,4,44.7,Cryptophyte,PHYT,Pyrrhophyta,Katablepharidaceae,Katablepharis,ovalis,Kat.ova
16848,Buffalo Pound,0.8,176,P7632,Gymnodinium sp.,2200,20.25,26,26,9202.8,Dinoflagellate,PHYT,Pyrrhophyta,Gymnodinaceae,Gymnodinium,sp.,Gym.sp.
16848,Buffalo Pound,0.8,176,P7639,Peridinium pusillum (Penard) Lemmermann,3600,15.08,20,20,4188.8,Dinoflagellate,PHYT,Pyrrhophyta,Peridiniaceae,Peridinium,pusillum,Per.pus
16848,Buffalo Pound,0.8,176,P7640,Peridinium goslaviense Woloszynska,21400,717.12,40,40,33510.3,Dinoflagellate,PHYT,Pyrrhophyta,Peridiniaceae,Peridinium,goslaviense,Per.gos
16851,Buffalo Pound,0.8,184,P1028,Merismopedia glauca (Ehrenberg) Kutzing,5079424,91.43,0,0,18,Cyanophyte,PHYT,Cyanophyta,Microcystaceae,Merismopedia,glauca,Mer.gla
16851,Buffalo Pound,0.8,184,P1054,Planktolyngbya limnetica,90000,17.81,175,1.2,197.9,Cyanophyte,PHYT,Cyanophyta,Oscillatotiaceae,Planktolyngbya,limnetica,Pla.lim
16851,Buffalo Pound,0.8,184,P1075,Microcystis aeruginosa (Kutzing) Kutzing,1000,5,0,0,5000,Cyanophyte,PHYT,Cyanophyta,Microcystaceae,Microcystis,aeruginosa,Mic.aer
16851,Buffalo Pound,0.8,184,P1078,Planktothrix agardhii (Gom.) Anagnostidis and Komarek,67000,605.15,460,5,9032.1,Cyanophyte,PHYT,Cyanophyta,Oscillatotiaceae,Planktothrix,agardhii,Pla.aga
16851,Buffalo Pound,0.8,184,P1132,Anabaena crassa (Lemm.) Kom-Legn. & Crongerg,113000,1059.08,179,10,9372.4,Cyanophyte,PHYT,Cyanophyta,Nostocaceae,Anabaena,crassa,Ana.cra
16851,Buffalo Pound,0.8,184,P1133,Anabaena flos-aquae (Lyngb.) Breb. & Bornet,201000,1079.79,285,6,5372.1,Cyanophyte,PHYT,Cyanophyta,Nostocaceae,Anabaena,flos-aquae,Ana.flo
16851,Buffalo Pound,0.8,184,P2101,Carteria spp.,39683,27.66,11,11,696.9,Chlorophyte,PHYT,Chlorophyta,Chlamydomonadaceae,Carteria,spp.,Car.spp
16851,Buffalo Pound,0.8,184,P2105,Chlamydomonas spp.,753977,37.93,6,4,50.3,Chlorophyte,PHYT,Chlorophyta,Chlamydomonadaceae,Chlamydomonas,spp.,Chl.spp
16851,Buffalo Pound,0.8,184,P2121,Oocystis lacustris Chodat,1031758,51.9,6,4,50.3,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Oocystis,lacustris,Ooc.lac
16851,Buffalo Pound,0.8,184,P2130,Scenedesmus quadricauda (Turp.) Brebisson,1587320,71.75,8.1,4,45.2,Chlorophyte,PHYT,Chlorophyta,Scenedesmaceae,Scenedesmus,quadricauda,Sce.qua
16851,Buffalo Pound,0.8,184,P2132,Scenedesmus denticulatus Lagerhiem,119049,5.71,8.6,4,48,Chlorophyte,PHYT,Chlorophyta,Scenedesmaceae,Scenedesmus,denticulatus,Sce.den
16851,Buffalo Pound,0.8,184,P2136,Dictyosphaerium pulchellum Wood,1349222,152.6,6,6,113.1,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Dictyosphaerium,pulchellum,Dic.pul
16851,Buffalo Pound,0.8,184,P2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,436513,8.12,21,1.5,18.6,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Monoraphidium,contortum,Mon.con
16851,Buffalo Pound,0.8,184,P2235,Ankistrodesmus spiralis Lemmermann,436513,23.44,31,2.1,53.7,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Ankistrodesmus,spiralis,Ank.spi
16851,Buffalo Pound,0.8,184,P2255,Selenastrum copricornutum Printz,595245,6.49,7.2,1.7,10.9,Chlorophyte,PHYT,Chlorophyta,Selenastraceae,Selenastrum,copricornutum,Sel.cop
16851,Buffalo Pound,0.8,184,P2256,Actinastrum sp. Lagerheim,198415,4.68,5,3,23.6,Chlorophyte,PHYT,NA,NA,NA,NA,NA.NA
16851,Buffalo Pound,0.8,184,P3301,Euglena acus Ehrenberg,2000,10.16,97,10,5078.9,Euglenophyte,PHYT,Euglenophyta,Euglenaceae,Euglena,acus,Eug.acu
16851,Buffalo Pound,0.8,184,P4351,Small chrysophyceae,317464,2.6,2.5,2.5,8.2,Chrysophyte,PHYT,Chrysophyta,.,Small chrysophyceae,.,Sma..
16851,Buffalo Pound,0.8,184,P4355,Chrysochromulina parva Lackey,277781,18.17,5,5,65.4,Chrysophyte,PHYT,Chrysophyta,Prymnesiaceae,Chrysochromulina,parva,Chr.par
16851,Buffalo Pound,0.8,184,P4388,Dinobryon sertularia Ehrenberg,119049,26.93,12,6,226.2,Chrysophyte,PHYT,Chrysophyta,Dinobryoaceae,Dinobryon,sertularia,Din.ser
16851,Buffalo Pound,0.8,184,P4401,Uroglena volvox Ehrenberg,277781,31.42,6,6,113.1,Chrysophyte,PHYT,Chrysophyta,Ochromonadaceae,Uroglena,volvox,Uro.vol
16851,Buffalo Pound,0.8,184,P4418,Salpingoeca frequentissima (Zach.) Lemmermann,119049,4.07,6,3.3,34.2,Chrysophyte,PHYT,Chrysophyta,Craspedomonadaceae,Salpingoeca,frequentissima,Sal.fre
16851,Buffalo Pound,0.8,184,P5509,Cyclotella ocellata Pant.,277781,27.92,4,8,100.5,Diatom,PHYT,Chrysophyta,Coscinodiscoideae,Cyclotella,ocellata,Cyc.oce
16851,Buffalo Pound,0.8,184,P5515,Fragilaria crotonensis Kitton,27000,8.03,71,4,297.4,Diatom,PHYT,Chrysophyta,Fragilarioideae,Fragilaria,crotonensis,Fra.cro
16851,Buffalo Pound,0.8,184,P5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,833343,132.67,38,4,159.2,Diatom,PHYT,Chrysophyta,Fragilarioideae,Fragilaria,capucina,Fra.cap
16851,Buffalo Pound,0.8,184,P5551,Cyclotella michiganiana Skvortzow,1309539,32.08,2.5,5,24.5,Diatom,PHYT,Chrysophyta,Coscinodiscoideae,Cyclotella,michiganiana,Cyc.mic
16851,Buffalo Pound,0.8,184,P6554,Rhodomonas minuta Skuja,1587320,117.3,10,4.6,73.9,Cryptophyte,PHYT,Pyrrhophyta,Cryptomonadaceae,Rhodomonas,minuta,Rho.min
16851,Buffalo Pound,0.8,184,P6558,Cryptomonas erosa Ehrenberg,60000,106.73,26,14,1778.8,Cryptophyte,PHYT,Pyrrhophyta,Cryptomonadaceae,Cryptomonas,erosa,Cry.ero
16851,Buffalo Pound,0.8,184,P6565,Cryptomonas rostratiformis Skuja,11000,24.84,33,14,2257.8,Cryptophyte,PHYT,Pyrrhophyta,Cryptomonadaceae,Cryptomonas,rostratiformis,Cry.ros
16851,Buffalo Pound,0.8,184,P6568,Katablepharis ovalis Skuja,595245,26.61,8,4,44.7,Cryptophyte,PHYT,Pyrrhophyta,Katablepharidaceae,Katablepharis,ovalis,Kat.ova
16851,Buffalo Pound,0.8,184,P7640,Peridinium goslaviense Woloszynska,9000,301.59,40,40,33510.3,Dinoflagellate,PHYT,Pyrrhophyta,Peridiniaceae,Peridinium,goslaviense,Per.gos
16854,Buffalo Pound,0.8,187,P1014,Chroococcus limneticus Lemmermann,158732,23.89,6.6,6.6,150.5,Cyanophyte,PHYT,Cyanophyta,Chroococcaceae,Chroococcus,limneticus,Chr.lim
16854,Buffalo Pound,0.8,187,P1028,Merismopedia glauca (Ehrenberg) Kutzing,6150865,110.72,0,0,18,Cyanophyte,PHYT,Cyanophyta,Microcystaceae,Merismopedia,glauca,Mer.gla
16854,Buffalo Pound,0.8,187,P1054,Planktolyngbya limnetica,11000,2.05,165,1.2,186.6,Cyanophyte,PHYT,Cyanophyta,Oscillatotiaceae,Planktolyngbya,limnetica,Pla.lim
16854,Buffalo Pound,0.8,187,P1076,Woronichinia compacta (Lemmermann) Komarek and Hindak,1000,0.5,0,0,500,Cyanophyte,PHYT,Cyanophyta,Microcystaceae,Woronichinia,compacta,Wor.com
16854,Buffalo Pound,0.8,187,P1076,Woronichinia compacta (Lemmermann) Komarek and Hindak,2000,6.2,0,0,3100,Cyanophyte,PHYT,Cyanophyta,Microcystaceae,Woronichinia,compacta,Wor.com
16854,Buffalo Pound,0.8,187,P1078,Planktothrix agardhii (Gom.) Anagnostidis and Komarek,360000,2034.18,340,4.6,5650.5,Cyanophyte,PHYT,Cyanophyta,Oscillatotiaceae,Planktothrix,agardhii,Pla.aga
16854,Buffalo Pound,0.8,187,P1132,Anabaena crassa (Lemm.) Kom-Legn. & Crongerg,202000,1544.19,146,10,7644.5,Cyanophyte,PHYT,Cyanophyta,Nostocaceae,Anabaena,crassa,Ana.cra
16854,Buffalo Pound,0.8,187,P1133,Anabaena flos-aquae (Lyngb.) Breb. & Bornet,501000,2644.23,280,6,5277.9,Cyanophyte,PHYT,Cyanophyta,Nostocaceae,Anabaena,flos-aquae,Ana.flo
16854,Buffalo Pound,0.8,187,P2101,Carteria spp.,1269856,1672.53,13.6,13.6,1317.1,Chlorophyte,PHYT,Chlorophyta,Chlamydomonadaceae,Carteria,spp.,Car.spp
16854,Buffalo Pound,0.8,187,P2105,Chlamydomonas spp.,992075,58.14,7,4,58.6,Chlorophyte,PHYT,Chlorophyta,Chlamydomonadaceae,Chlamydomonas,spp.,Chl.spp
16854,Buffalo Pound,0.8,187,P2113,Pediastrum duplex Meyen,1000,4.2,0,0,4200,Chlorophyte,PHYT,Chlorophyta,Hydrodictyaceae,Pediastrum,duplex,Ped.dup
16854,Buffalo Pound,0.8,187,P2121,Oocystis lacustris Chodat,158732,7.98,6,4,50.3,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Oocystis,lacustris,Ooc.lac
16854,Buffalo Pound,0.8,187,P2130,Scenedesmus quadricauda (Turp.) Brebisson,2857176,148.29,9.3,4,51.9,Chlorophyte,PHYT,Chlorophyta,Scenedesmaceae,Scenedesmus,quadricauda,Sce.qua
16854,Buffalo Pound,0.8,187,P2136,Dictyosphaerium pulchellum Wood,1746052,197.48,6,6,113.1,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Dictyosphaerium,pulchellum,Dic.pul
16854,Buffalo Pound,0.8,187,P2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,238098,4,19,1.5,16.8,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Monoraphidium,contortum,Mon.con
16854,Buffalo Pound,0.8,187,P2143,Monoraphidium minutum (Nag.) Komarkova-Legnerova,912709,46.46,8.1,4,50.9,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Monoraphidium,minutum,Mon.min
16854,Buffalo Pound,0.8,187,P2146,Crucigeniella rectangularis (Nag.) Komarek,634928,15.94,6,4,25.1,Chlorophyte,PHYT,Chlorophyta,Scenedesmaceae,Crucigeniella,rectangularis,Cru.rec
16854,Buffalo Pound,0.8,187,P2222,Treubaria sp.,39683,0.56,3,3,14.1,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Treubaria,sp.,Tre.sp.
16854,Buffalo Pound,0.8,187,P2255,Selenastrum copricornutum Printz,1746052,19.21,7.3,1.7,11,Chlorophyte,PHYT,Chlorophyta,Selenastraceae,Selenastrum,copricornutum,Sel.cop
16854,Buffalo Pound,0.8,187,P2256,Actinastrum sp. Lagerheim,198415,4.68,5,3,23.6,Chlorophyte,PHYT,NA,NA,NA,NA,NA.NA
16854,Buffalo Pound,0.8,187,P4351,Small chrysophyceae,39683,0.19,2.1,2.1,4.8,Chrysophyte,PHYT,Chrysophyta,.,Small chrysophyceae,.,Sma..
16854,Buffalo Pound,0.8,187,P4355,Chrysochromulina parva Lackey,1746052,114.19,5,5,65.4,Chrysophyte,PHYT,Chrysophyta,Prymnesiaceae,Chrysochromulina,parva,Chr.par
16854,Buffalo Pound,0.8,187,P4401,Uroglena volvox Ehrenberg,555562,62.83,6,6,113.1,Chrysophyte,PHYT,Chrysophyta,Ochromonadaceae,Uroglena,volvox,Uro.vol
16854,Buffalo Pound,0.8,187,P4418,Salpingoeca frequentissima (Zach.) Lemmermann,39683,1.36,6,3.3,34.2,Chrysophyte,PHYT,Chrysophyta,Craspedomonadaceae,Salpingoeca,frequentissima,Sal.fre
16854,Buffalo Pound,0.8,187,P5515,Fragilaria crotonensis Kitton,4000,1.22,73,4,305.8,Diatom,PHYT,Chrysophyta,Fragilarioideae,Fragilaria,crotonensis,Fra.cro
16854,Buffalo Pound,0.8,187,P5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,357147,61.32,41,4,171.7,Diatom,PHYT,Chrysophyta,Fragilarioideae,Fragilaria,capucina,Fra.cap
16854,Buffalo Pound,0.8,187,P5551,Cyclotella michiganiana Skvortzow,1627003,39.86,2.5,5,24.5,Diatom,PHYT,Chrysophyta,Coscinodiscoideae,Cyclotella,michiganiana,Cyc.mic
16854,Buffalo Pound,0.8,187,P6554,Rhodomonas minuta Skuja,515879,38.12,10,4.6,73.9,Cryptophyte,PHYT,Pyrrhophyta,Cryptomonadaceae,Rhodomonas,minuta,Rho.min
16854,Buffalo Pound,0.8,187,P6558,Cryptomonas erosa Ehrenberg,12000,20.52,25,14,1710.4,Cryptophyte,PHYT,Pyrrhophyta,Cryptomonadaceae,Cryptomonas,erosa,Cry.ero
16854,Buffalo Pound,0.8,187,P6568,Katablepharis ovalis Skuja,4365130,199.92,8.1,4,45.8,Cryptophyte,PHYT,Pyrrhophyta,Katablepharidaceae,Katablepharis,ovalis,Kat.ova
16854,Buffalo Pound,0.8,187,P7640,Peridinium goslaviense Woloszynska,7000,234.57,40,40,33510.3,Dinoflagellate,PHYT,Pyrrhophyta,Peridiniaceae,Peridinium,goslaviense,Per.gos
16858,Buffalo Pound,0.8,190,P1028,Merismopedia glauca (Ehrenberg) Kutzing,2500029,45,0,0,18,Cyanophyte,PHYT,Cyanophyta,Microcystaceae,Merismopedia,glauca,Mer.gla
16858,Buffalo Pound,0.8,190,P1054,Planktolyngbya limnetica,11000,1.82,146,1.2,165.1,Cyanophyte,PHYT,Cyanophyta,Oscillatotiaceae,Planktolyngbya,limnetica,Pla.lim
16858,Buffalo Pound,0.8,190,P1075,Microcystis aeruginosa (Kutzing) Kutzing,9000,22.05,0,0,2450,Cyanophyte,PHYT,Cyanophyta,Microcystaceae,Microcystis,aeruginosa,Mic.aer
16858,Buffalo Pound,0.8,190,P1076,Woronichinia compacta (Lemmermann) Komarek and Hindak,6000,3,0,0,500,Cyanophyte,PHYT,Cyanophyta,Microcystaceae,Woronichinia,compacta,Wor.com
16858,Buffalo Pound,0.8,190,P1078,Planktothrix agardhii (Gom.) Anagnostidis and Komarek,585000,3548.55,365,4.6,6065.9,Cyanophyte,PHYT,Cyanophyta,Oscillatotiaceae,Planktothrix,agardhii,Pla.aga
16858,Buffalo Pound,0.8,190,P1132,Anabaena crassa (Lemm.) Kom-Legn. & Crongerg,135000,1272.27,173,10.2,9424.2,Cyanophyte,PHYT,Cyanophyta,Nostocaceae,Anabaena,crassa,Ana.cra
16858,Buffalo Pound,0.8,190,P1133,Anabaena flos-aquae (Lyngb.) Breb. & Bornet,565000,3127.28,275,6.2,5535,Cyanophyte,PHYT,Cyanophyta,Nostocaceae,Anabaena,flos-aquae,Ana.flo
16858,Buffalo Pound,0.8,190,P2101,Carteria spp.,238098,261.46,12.8,12.8,1098.1,Chlorophyte,PHYT,Chlorophyta,Chlamydomonadaceae,Carteria,spp.,Car.spp
16858,Buffalo Pound,0.8,190,P2105,Chlamydomonas spp.,515879,25.95,6,4,50.3,Chlorophyte,PHYT,Chlorophyta,Chlamydomonadaceae,Chlamydomonas,spp.,Chl.spp
16858,Buffalo Pound,0.8,190,P2121,Oocystis lacustris Chodat,555562,27.94,6,4,50.3,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Oocystis,lacustris,Ooc.lac
16858,Buffalo Pound,0.8,190,P2130,Scenedesmus quadricauda (Turp.) Brebisson,1190490,59.17,8.9,4,49.7,Chlorophyte,PHYT,Chlorophyta,Scenedesmaceae,Scenedesmus,quadricauda,Sce.qua
16858,Buffalo Pound,0.8,190,P2132,Scenedesmus denticulatus Lagerhiem,753977,31.97,7.6,4,42.4,Chlorophyte,PHYT,Chlorophyta,Scenedesmaceae,Scenedesmus,denticulatus,Sce.den
16858,Buffalo Pound,0.8,190,P2136,Dictyosphaerium pulchellum Wood,555562,62.83,6,6,113.1,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Dictyosphaerium,pulchellum,Dic.pul
16858,Buffalo Pound,0.8,190,P2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,198415,3.51,20,1.5,17.7,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Monoraphidium,contortum,Mon.con
16858,Buffalo Pound,0.8,190,P2143,Monoraphidium minutum (Nag.) Komarkova-Legnerova,158732,1.68,3,3,10.6,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Monoraphidium,minutum,Mon.min
16858,Buffalo Pound,0.8,190,P2255,Selenastrum copricornutum Printz,1706369,18.09,7,1.7,10.6,Chlorophyte,PHYT,Chlorophyta,Selenastraceae,Selenastrum,copricornutum,Sel.cop
16858,Buffalo Pound,0.8,190,P2256,Actinastrum sp. Lagerheim,39683,1.03,5.5,3,25.9,Chlorophyte,PHYT,NA,NA,NA,NA,NA.NA
16858,Buffalo Pound,0.8,190,P4355,Chrysochromulina parva Lackey,2142882,140.14,5,5,65.4,Chrysophyte,PHYT,Chrysophyta,Prymnesiaceae,Chrysochromulina,parva,Chr.par
16858,Buffalo Pound,0.8,190,P4358,Chrysostephanosphaera globulifera Scherffel,39683,13.21,8.6,8.6,333,Chrysophyte,PHYT,Chrysophyta,Rhizochrysidaceae,Chrysostephanospaera,globulifera,Chr.glo
16858,Buffalo Pound,0.8,190,P4401,Uroglena volvox Ehrenberg,634928,71.81,6,6,113.1,Chrysophyte,PHYT,Chrysophyta,Ochromonadaceae,Uroglena,volvox,Uro.vol
16858,Buffalo Pound,0.8,190,P4418,Salpingoeca frequentissima (Zach.) Lemmermann,595245,24.23,6,3.6,40.7,Chrysophyte,PHYT,Chrysophyta,Craspedomonadaceae,Salpingoeca,frequentissima,Sal.fre
16858,Buffalo Pound,0.8,190,P5509,Cyclotella ocellata Pant.,317464,39.65,4.3,8.6,124.9,Diatom,PHYT,Chrysophyta,Coscinodiscoideae,Cyclotella,ocellata,Cyc.oce
16858,Buffalo Pound,0.8,190,P5515,Fragilaria crotonensis Kitton,19000,5.65,71,4,297.4,Diatom,PHYT,Chrysophyta,Fragilarioideae,Fragilaria,crotonensis,Fra.cro
16858,Buffalo Pound,0.8,190,P5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,753977,123.5,39.1,4,163.8,Diatom,PHYT,Chrysophyta,Fragilarioideae,Fragilaria,capucina,Fra.cap
16858,Buffalo Pound,0.8,190,P5551,Cyclotella michiganiana Skvortzow,952392,23.33,2.5,5,24.5,Diatom,PHYT,Chrysophyta,Coscinodiscoideae,Cyclotella,michiganiana,Cyc.mic
16858,Buffalo Pound,0.8,190,P6554,Rhodomonas minuta Skuja,1825418,152.97,10,4.9,83.8,Cryptophyte,PHYT,Pyrrhophyta,Cryptomonadaceae,Rhodomonas,minuta,Rho.min
16858,Buffalo Pound,0.8,190,P6558,Cryptomonas erosa Ehrenberg,15000,27.61,26.9,14,1840.4,Cryptophyte,PHYT,Pyrrhophyta,Cryptomonadaceae,Cryptomonas,erosa,Cry.ero
